Im_x,Im_y,Ca_x,Ca_y,Ca_z,Mi_x,Mi_y
622,424,-0.0166162196546793,0.05902156978845596,0.781000018119812,1121,423
673,431,0.02660931646823883,0.06426049023866653,0.7720000147819519,922,462
735,441,0.07872076332569122,0.0725279226899147,0.7700000405311584,699,498
771,468,0.10845271497964859,0.09480441361665726,0.7660000324249268,552,584
816,523,0.14441190659999847,0.1392938643693924,0.7570000290870667,376,782
667,489,0.023556005209684372,0.12387144565582275,0.8440000414848328,1005,813
712,439,0.061213813722133636,0.07304917275905609,0.7940000295639038,869,518
655,446,0.011761085130274296,0.07923658937215805,0.7950000166893005,1102,546
544,459,-0.08586357533931732,0.09180963784456253,0.8060000538825989,1541,593
744,502,0.08696776628494263,0.12494079023599625,0.7760000228881836,735,750
