Im_x,Im_y,Ca_x,Ca_y,Ca_z,Mi_x,Mi_y
660,475,0.014728203415870667,0.09555160254240036,0.7270000576972961,840,692
710,465,0.05445918068289757,0.08758868277072906,0.7270000576972961,670,659
627,531,-0.011130600236356258,0.13571025431156158,0.7040000557899475,980,877
680,522,0.029609734192490578,0.12858743965625763,0.703000009059906,785,840
705,515,0.04874997213482857,0.12302216142416,0.7020000219345093,697,816
760,504,0.09082159399986267,0.1144009605050087,0.7010000348091125,490,776
784,499,0.10998938977718353,0.11135049164295197,0.706000030040741,411,762
839,490,0.15243102610111237,0.10439087450504303,0.706000030040741,218,731
831,504,0.14480756223201752,0.11407457292079926,0.6990000605583191,252,777
800,509,0.12129636108875275,0.11807135492563248,0.7000000476837158,363,797
758,506,0.08954393863677979,0.1162673607468605,0.703000009059906,500,778
749,520,0.08204076439142227,0.12614381313323975,0.6980000138282776,547,830
717,527,0.05754469707608223,0.13130712509155273,0.6970000267028809,656,859
700,519,0.04484952241182327,0.1259181648492813,0.7010000348091125,709,827
676,522,0.02657393366098404,0.1287703514099121,0.7040000557899475,801,849
663,538,0.016452999785542488,0.14010576903820038,0.6990000605583191,841,902
635,544,-0.004946492146700621,0.14490652084350586,0.7000000476837158,943,922
622,534,-0.015020552091300488,0.13841566443443298,0.706000030040741,994,898
627,590,-0.010798579081892967,0.1757998913526535,0.6830000281333923,969,1069
639,574,-0.0018483378225937486,0.16454991698265076,0.6860000491142273,923,1017
668,563,0.02001204900443554,0.15719597041606903,0.690000057220459,817,977
683,577,0.03096153400838375,0.16583146154880524,0.6820000410079956,765,1023
711,570,0.05175768584012985,0.160366952419281,0.6810000538825989,676,1011
725,556,0.06281758844852448,0.1514652967453003,0.6880000233650208,612,952
746,552,0.07895220071077347,0.14909832179546356,0.6910000443458557,550,939
767,561,0.09371520578861237,0.1541050374507904,0.6830000281333923,465,969
792,555,0.11254291236400604,0.1498354971408844,0.6840000152587891,380,946
808,539,0.12559698522090912,0.13905760645866394,0.690000057220459,320,903
830,529,0.1432192623615265,0.1324528306722641,0.6950000524520874,236,858
849,543,0.1562914401292801,0.1418747454881668,0.6890000104904175,177,912
853,555,0.15722288191318512,0.14895926415920258,0.6800000071525574,176,945
794,568,0.11303781718015671,0.15817523002624512,0.6780000329017639,379,989
772,571,0.09673444926738739,0.16040310263633728,0.6780000329017639,467,1002
711,582,0.05160567909479141,0.1688205748796463,0.6790000200271606,675,1049
687,588,0.03379395976662636,0.17328286170959473,0.6790000200271606,757,1069
627,603,-0.01067209430038929,0.18335209786891937,0.675000011920929,957,1113
