Im_x,Im_y,Ca_x,Ca_y,Ca_z,Mi_x,Mi_y
271,234,-0.059732586145401,-0.003197410376742482,0.7290000319480896,1251,574
265,238,-0.06727093458175659,0.0016022308263927698,0.7330000400543213,1276,596
236,260,-0.10281875729560852,0.028288405388593674,0.7380000352859497,1447,733
230,264,-0.11067517846822739,0.033318061381578445,0.7420000433921814,1483,759
201,283,-0.1451674997806549,0.05617615953087807,0.7380000352859497,1669,881
270,234,-0.0436273068189621,-0.0022895035799592733,0.5220000147819519,1173,298
323,239,0.0017315841978415847,0.0019986454863101244,0.5220000147819519,932,324
344,240,0.019779469817876816,0.0028672190383076668,0.5240000486373901,823,332
395,246,0.06395802646875381,0.008078701794147491,0.5270000100135803,589,357
416,247,0.08225835859775543,0.008961518295109272,0.527999997138977,478,370
466,253,0.12601716816425323,0.014220106415450573,0.5300000309944153,254,394
265,286,-0.04781467840075493,0.04222619906067848,0.5210000276565552,1157,532
316,289,-0.00421025650575757,0.04436427354812622,0.5160000324249268,909,552
338,290,0.014429456554353237,0.04529966413974762,0.5170000195503235,805,563
389,293,0.05777014046907425,0.0479404591023922,0.5180000066757202,567,583
411,296,0.07689686864614487,0.05078607052564621,0.5210000276565552,467,588
462,303,0.1206916943192482,0.056886956095695496,0.5220000147819519,239,619
348,240,0.04279877617955208,0.005285750608891249,0.9660000205039978,729,941
372,254,0.07771416753530502,0.026451749727129936,0.9290000200271606,559,992
383,254,0.09507852792739868,0.02662258967757225,0.9350000619888306,500,996
409,254,0.13536815345287323,0.026708008721470833,0.9380000233650208,318,1002
268,279,-0.08190544694662094,0.06558337062597275,0.9430000185966492,1485,1156
294,274,-0.04148661345243454,0.05753010883927345,0.9380000233650208,1298,1109
345,259,0.03674769401550293,0.03423009440302849,0.9330000281333923,929,1008
332,264,0.016898132860660553,0.041984353214502335,0.9350000619888306,1023,1040
252,241,-0.08289390057325363,0.005215119570493698,0.7330000400543213,1312,490
285,254,-0.04323560744524002,0.02087097242474556,0.7330000400543213,1110,562
298,262,-0.02761264517903328,0.030505340546369553,0.7330000400543213,1030,606
333,274,0.014370330609381199,0.04471156746149063,0.7290000319480896,846,683
347,282,0.031017916277050972,0.05414441227912903,0.7270000576972961,753,713
381,293,0.07144510000944138,0.06719067692756653,0.7260000109672546,568,788
236,278,-0.10281875729560852,0.050113607197999954,0.7380000352859497,1355,699
270,290,-0.061094943434000015,0.06405039131641388,0.7310000061988831,1168,772
285,294,-0.042999669909477234,0.06866605579853058,0.7290000319480896,1086,802
318,309,-0.003543153405189514,0.08627540618181229,0.7260000109672546,884,874
334,315,0.015501482412219048,0.09343218058347702,0.7260000109672546,792,907
366,327,0.053221672773361206,0.10700367391109467,0.7210000157356262,603,980
398,204,0.10620234161615372,-0.04514075070619583,0.8410000205039978,448,393
333,221,0.01983066089451313,-0.025899088010191917,1.00600004196167,1092,823
292,241,-0.050263289362192154,0.007527417503297329,1.058000087738037,1395,1014
334,248,0.020775403827428818,0.018112925812602043,0.9730000495910645,1053,1065
412,261,0.1369970589876175,0.036696258932352066,0.9180000424385071,456,863
