Im_x,Im_y,Ca_x,Ca_y,Ca_z,Mi_x,Mi_y
838,246,0.060560520738363266,-0.04091014340519905,0.2930000126361847,251,132
713,252,0.020853623747825623,-0.04017071798443794,0.3020000159740448,421,126
729,566,0.027474256232380867,0.06748248636722565,0.31700000166893005,405,648
848,563,0.06727002561092377,0.06475830078125,0.30900001525878906,200,631
706,514,0.0197527427226305,0.05010213330388069,0.32200002670288086,405,567
777,686,0.04422883316874504,0.10938635468482971,0.31700000166893005,341,844
820,451,0.054940108209848404,0.025342075154185295,0.2939999997615814,270,443
