Im_x,Im_y,Ca_x,Ca_y,Ca_z,Mi_x,Mi_y
772,443,0.06392637640237808,0.036912620067596436,0.47700002789497375,346,1008
643,440,-0.0037804204039275646,0.03489178419113159,0.4710000157356262,653,1005
646,355,-0.002163144527003169,-0.008955520577728748,0.4580000340938568,645,817
684,336,0.016703719273209572,-0.018217546865344048,0.45000001788139343,566,780
590,355,-0.031267572194337845,-0.009209715761244297,0.4710000157356262,762,848
767,361,0.05808741971850395,-0.005850731395184994,0.4520000219345093,378,844
690,442,0.02011399157345295,0.03509035333991051,0.46000000834465027,567,1016
640,557,-0.005551561247557402,0.09945252537727356,0.49000000953674316,682,1337
688,597,0.020554300397634506,0.12227851152420044,0.49500003457069397,567,1433
599,537,-0.02857658453285694,0.09155203402042389,0.5060000419616699,779,1326
