Im_x,Im_y,Ca_x,Ca_y,Ca_z,Mi_x,Mi_y
664,352,0.006265279836952686,-0.009486177936196327,0.4150000214576721,844,460
525,347,-0.05697666481137276,-0.011715210974216461,0.4130000174045563,1121,460
594,440,-0.025102322921156883,0.030002491548657417,0.4050000309944153,964,655
532,248,-0.05196983739733696,-0.05483134835958481,0.39900001883506775,1071,280
664,246,0.006038823630660772,-0.05585002526640892,0.4000000059604645,824,269
704,249,0.02442551776766777,-0.05630030110478401,0.4130000174045563,733,289
611,477,-0.018559429794549942,0.04926569387316704,0.42900002002716064,909,788
556,478,-0.045682311058044434,0.05101361125707626,0.4400000274181366,1023,793
627,540,-0.011514255777001381,0.08272267878055573,0.4490000307559967,863,968
702,460,0.02630602940917015,0.04440360143780708,0.4620000123977661,753,768
