Im_x,Im_y,Ca_x,Ca_y,Ca_z,Mi_x,Mi_y
604,445,-0.019674373790621758,0.03072100505232811,0.38600000739097595,807,498
639,277,-0.004711285699158907,-0.03997551277279854,0.3790000081062317,790,326
724,455,0.03335840627551079,0.03723817318677902,0.41100001335144043,621,573
663,447,0.005668357480317354,0.03312545269727707,0.4050000309944153,691,546
625,555,-0.011027195490896702,0.0795014351606369,0.3960000276565552,660,519
660,572,0.004191497806459665,0.08603928238153458,0.3920000195503235,597,551
689,596,0.01679423078894615,0.09689473360776901,0.39400002360343933,530,616
751,284,0.04646464064717293,-0.04096364974975586,0.4190000295639038,333,635
