Im_x,Im_y,Ca_x,Ca_y,Ca_z,Mi_x,Mi_y
702,348,0.021921692416071892,-0.010496852919459343,0.3850000202655792,544,659
639,362,-0.0048604561015963554,-0.004630426410585642,0.39100003242492676,657,688
799,354,0.06418909132480621,-0.008096803911030293,0.3920000195503235,333,663
965,379,0.1451972872018814,0.0028844927437603474,0.4190000295639038,10,748
714,587,0.027008844539523125,0.09086444973945618,0.3850000202655792,542,1136
747,615,0.04355427250266075,0.1091439425945282,0.4090000092983246,455,1248
727,676,0.035645220428705215,0.14096978306770325,0.4220000207424164,463,1413
694,611,0.018867168575525284,0.10288014262914658,0.3920000195503235,538,1193
547,598,-0.04628952592611313,0.10098844766616821,0.40700000524520874,785,1197
517,493,-0.06281625479459763,0.056694433093070984,0.4280000329017639,839,1045
745,441,0.04067210108041763,0.02932090125977993,0.39000001549720764,393,863
757,284,0.04429781064391136,-0.03685750439763069,0.37700000405311584,335,605
727,196,0.032350994646549225,-0.07457153499126434,0.3830000162124634,378,486
592,174,-0.025865860283374786,-0.08823216706514359,0.40300002694129944,606,453
512,288,-0.061822645366191864,-0.03790374472737312,0.406000018119812,720,722
458,349,-0.08702217042446136,-0.010752984322607517,0.41100001335144043,831,843
