Im_x,Im_y,Ca_x,Ca_y,Ca_z,Mi_x,Mi_y
708,416,0.02783321589231491,0.020867396146059036,0.43800002336502075,522,847
676,327,0.012201803736388683,-0.02172136679291725,0.4310000240802765,580,649
633,328,-0.008319399319589138,-0.021542362868785858,0.43700000643730164,681,665
715,324,0.030567947775125504,-0.023038296028971672,0.42900002002716064,524,651
772,330,0.05869969353079796,-0.020626680925488472,0.43800002336502075,398,667
713,610,0.032040003687143326,0.12126535922288895,0.46400001645088196,499,1339
732,545,0.040757738053798676,0.0859546959400177,0.453000009059906,476,1158
759,527,0.055183108896017075,0.07833180576562881,0.4610000252723694,408,1113
730,162,0.036161527037620544,-0.09564879536628723,0.41200003027915955,420,367
762,187,0.05104765668511391,-0.08491643518209457,0.4150000214576721,338,413
793,226,0.06521350890398026,-0.06708747148513794,0.4150000214576721,278,495
685,219,0.015632180497050285,-0.06927133351564407,0.4090000092983246,498,483
520,470,-0.07015369832515717,0.05238531529903412,0.48900002241134644,874,1117
503,495,-0.08044255524873734,0.06679472327232361,0.4960000216960907,899,1186
505,526,-0.08079006522893906,0.08525185286998749,0.5049999952316284,884,1271
508,300,-0.06893788278102875,-0.03526163846254349,0.4400000274181366,871,683
434,356,-0.10693364590406418,-0.008284932933747768,0.4490000307559967,1022,818
771,633,0.05436282232403755,0.11725373566150665,0.4090000092983246,367,1291
663,625,0.005878296680748463,0.11670596897602081,0.42000001668930054,568,1308
740,403,0.04020421579480171,0.013562053442001343,0.40700000524520874,394,834
